tweets,class,label
There's no such thing as a traditional Irish Atheist and jet fuel can't melt steel beams,sarcasm,1
So Cece is/was Charles?! Pll pulled that transgendered card. That's very 2015. That's like the new thing now huh? 😒,sarcasm,1
Great to see such a professional set up at London Heathrow!,sarcasm,1
Dr Shane appears to be 15. Is this his work experience? 😀,sarcasm,1
"All the time, yeah!",sarcasm,1
Our Morning DJ Ty Hunter sure does have it rough. The poor baby.,sarcasm,1
And then... Walter Palmer!!!,sarcasm,1
"When they said ""Rakyat Didahulukan"", the hashtag should've been included.",sarcasm,1
I just love Ramirez being on the Pirates now...,sarcasm,1
So.... nothing's been learned by law enforcement officials in over the last year? That's just great. Well done.,sarcasm,1
Yay...our RM is becoming worthless every day.,sarcasm,1
That must be why he started Wenger 19 games in a row.,sarcasm,1
We're hoping to raise a more polite breed of killer.,sarcasm,1
Chilling at this one intersection for 10 mins and counting .Not like I have anywhere to go,sarcasm,1
You're so funny 😂,sarcasm,1
"Really...? Me of the crap dates, you want to follow me?",sarcasm,1
I'm loving the high-waisted underwear are wearing! What a turn on for the ladies.,sarcasm,1
Strange that Banks charges money for NOT having enough money in the account. People can't even afford to be broke now days.,sarcasm,1
"Wow, easy there . I'm sure this was all your idea -- right That's funny because I heard dumped you.",sarcasm,1
Why are you promoting these liberal global warming lies with a story like this?,sarcasm,1
"Oh yeah, Trump will be a great president. Being bankrupt 6 separate times gives him the experience to fix the national debt, right?",sarcasm,1
I never knew a car turning can cause traffic 😒,sarcasm,1
Shout out to for showing me my dislike of bananas is actually an allergy.,sarcasm,1
The religion of peace wouldn't dream of turning away anyone.,sarcasm,1
"Astonishing. Quality, responsible journalism wins again, folks!",sarcasm,1
I would rather watch The Shockmaster -vs- The Gobblygooker in a Bra & Panties Match...,sarcasm,1
"Oh don't worry, I didn't wanna talk you today anyways.☺️",sarcasm,1
"By the grace of God and a lot of salt water swimming, Manny is healed!",sarcasm,1
"Thrilled to be followed by ""Stripper and Porn News."" Full disclosure: I neither strip nor does anything I do resemble porn.",sarcasm,1
"But, those are the good guys so no problem there, all right?",sarcasm,1
"19% - really? Yup, you guys sure listens to ""us"" for overdraft protection...",sarcasm,1
Being able to understand is a superpower because a lot of people still can't do it😒😈,sarcasm,1
"This morning's : ""Fuck You"" by Lily Allen ...yeah. Got a DMV appointment too, so you know things are looking up.",sarcasm,1
Your such a great person!,sarcasm,1
well that made sense. Why didn't I read the other tweets. I think you missed the,sarcasm,1
"Tarantino. I mean, I guess I'll see it. via",sarcasm,1
got to love switching python modules and having to rewrite everything now.,sarcasm,1
That's it?,sarcasm,1
This works for me... I love sarcasm...,sarcasm,1
Why not just privatize the fire department or the military?,sarcasm,1
Completely looking forward to the country music blasting down the hallways as well as seeing all u drama loving twats,sarcasm,1
Glad I'm in a pants suit today.,sarcasm,1
"Oh well, it's all over. Season is done.",sarcasm,1
will B 1st sworn in from,sarcasm,1
I'd love to have you blow me...,sarcasm,1
Pretty much 😒 can't you think your so smart 😉,sarcasm,1
Funny they moved into a house that looks almost identical to the one Zayn bought in 2012. Peculiar...,sarcasm,1
Another miserable day in San Diego. Are you the version of you? …,sarcasm,1
"Yep, losing weight means eating rabbit food and salads ...",sarcasm,1
Whoo-Hoo. What an increase! Are we proud of 35.2%? MUST go,sarcasm,1
The is trolling Hindu on Twitter & the is unbeatable:,sarcasm,1
when do the cowboys play?,sarcasm,1
"Yeah, that's the solution.",sarcasm,1
Lot of legal scholars active on Twitter today.,sarcasm,1
"They never warn you when Tony Blair or Donald Trump are about to come on the news, what's so special about flash photography?..",sarcasm,1
Tell . He might be interested.......,sarcasm,1
Andy McCullough always this entertaining on the radio.,sarcasm,1
If my wifi at home could possibly suck any worse that'd be fantastic!!,sarcasm,1
That was my fellow Patriot friend. :),sarcasm,1
Scunthorpe thanks for a perfect evening,sarcasm,1
I am 100% adult. I do not condone any sort of tomfoolery. …,sarcasm,1
you mean there's a line to sell at these prices 😄,sarcasm,1
I like this comp where we're supposed to take 's word on the players times,sarcasm,1
A place called 'Go Home' in . Lol so,sarcasm,1
"It's appalling that we're having FUN with the .we should go back to arguing about gun laws, religion, realty shows.",sarcasm,1
Swift blinding violence is always the answer. Remember that boys & girls!,sarcasm,1
Thanks for showing me how important I was to you.😒,sarcasm,1
what? Everyone knows that L O V E is for conventionally attractive people only lol,sarcasm,1
I missed who won today... Did you guys pick one?,sarcasm,1
"So, the new season of ""Kendra On Top"" is ""the one that changes EVERYTHING""?",sarcasm,1
.. And now my stomach hurts,sarcasm,1
"Currently reading , the first of a new youth series. It will have a movie trilogy too, no doubt starring Shailene Woodley.",sarcasm,1
I'm glad I mean something to you and that you actually want to see me before you move away😊😊,sarcasm,1
"""Best thing about being back in north manny is having no cell phone service!!"" - No one ever",sarcasm,1
Is there a game on tonight or something?,sarcasm,1
"How come when I kill and harvest hay, the grass rights activists don't make a fuss?",sarcasm,1
Gud jab LTFRB for controlling the franchises so well.,sarcasm,1
Axel Tischer vs Baron Corbin was awesome,sarcasm,1
"Hicks made an out on the first pitch. I guess that sets the tone for the game, right?",sarcasm,1
Because the ability for a woman to live a fulfilled life outside of a husband and/or children is simply impossible,sarcasm,1
I didn't know that.,sarcasm,1
Good news for all of us truck drivers.,sarcasm,1
It's amazing how I find some of my long held gifts from family/significant others missing lately. Like my,sarcasm,1
Just submitted another student loan application... yaaay for adding more debt to my name...,sarcasm,1
Lovers quarrels is the best thing to be arround as third wheel,sarcasm,1
The Green Party have not made a comment about Corbyn's plans to ramp up fossil fuel production. Strange that.,sarcasm,1
that will help California's economy,sarcasm,1
I'm sure Sho Time is going to have an easy time selling given all the Berto highlights. This fight sells itself,sarcasm,1
thx4 adding the academic rigor needed. Do Uthink the only way GNFT can succeed is for ICPT to not? Wrong thinking.,sarcasm,1
Light travels faster than sound. This is why some people appear bright until they speak.,sarcasm,1
The Wallabies have scored a try. The comeback is on.,sarcasm,1
but I do greatly appreciate the unfulfilled promises to call me back,sarcasm,1
what's the worst is layin at home all day after you've graduated... 😄,sarcasm,1
What a nice change of pace from last years' special teams.,sarcasm,1
but 2016 will different! is a shoe-in for President.,sarcasm,1
But it's the drugs that were looted during the that are causing increased violence...,sarcasm,1
well thank goodness! You can't trust little people under the age of 5 anymore you know.,sarcasm,1
first game of preseason and they don't look perfect. Yikes.,sarcasm,1
Marioto is looking like a champ right now!!,sarcasm,1
And don't forget to not capitalize sentences:,sarcasm,1
Why the Boks will win the World Cup via,sarcasm,1
just wait until you get to 25. You'll truly know the meaning of so old.,sarcasm,1
"Oh yeah, the totally sucks *insert eye roll*",sarcasm,1
thats the spirit! 😏,sarcasm,1
there was a FGL concert tonight??,sarcasm,1
"That's my philosophy. Do it once, do it again, because most people will repeat their dumb mistakes.",sarcasm,1
Why wait till you are dead to become sexual depraved? You can do it now,sarcasm,1
what a beautiful day in the ☔️☁️,sarcasm,1
Statement Shirt!!! …,sarcasm,1
"Hehe smh"":big deal RT The Kikuyu in me is very bitter""",sarcasm,1
Time for a nap. I'm so exhausted from watching all day....,sarcasm,1
So much for academic freedom. Thanks for making a mockery administration. Keep being uncivilised.,sarcasm,1
Why did Ned pull Guthrie?,sarcasm,1
Yay arriva you never fail,sarcasm,1
"as our country burns, at least gave us some tunes!",sarcasm,1
So glad I got to see my niece/god daughter on her birthday today!,sarcasm,1
just enough time for the pen to blow this.,sarcasm,1
Oh don't mind me let me just reply 2 days fucking later on a subject that's been dead and gone,sarcasm,1
I'm not sure but I think you guys really like each other,sarcasm,1
that's a witty comeback,sarcasm,1
"ah good thinking, am stood in another, love queues me",sarcasm,1
Idzik drafts just keep looking more and more stellar,sarcasm,1
My number one fitness goal is to be the guy who yells his brains out while doing hamstring curls.,sarcasm,1
We value our - to litter as we please. Our forefathers fought & sacrificed for this.,sarcasm,1
"and to think, Kris is usually so shy about speaking to the media",sarcasm,1
It is the perfect environment for her I really want it to not be true.,sarcasm,1
Your face is equivalent to a headache!!!! at its best!,sarcasm,1
Well now there's something to talk about. Ensemble of the ECMWF has a TS in the gulf 13.5 days out. This is exciting!,sarcasm,1
Great first half from ...,sarcasm,1
"made me think about The Culling, Harvest, and the Ravagers. Thanks a lot!",sarcasm,1
Yay! Forced insomnia! Yay!,sarcasm,1
it was really horrible when you picked her up and ran around the bases. What an awful guy,sarcasm,1
"Yeah, so, Congrats.. Nick deserves you both! 👍",sarcasm,1
Oh the longer extra point...because you know all us fans actually give a crap about that.,sarcasm,1
Shoutout to Hollister for always mixing up the song selection.,sarcasm,1
bunch of bums! do we jump off the bandwagon now?,sarcasm,1
Love coming on here and seeing the aftermath and subtweeting of gay Twitter fights,sarcasm,1
you? Never!,sarcasm,1
"More exciting though, right?!",sarcasm,1
"For the mount of time Indian Parliament is not used for original purpose, I think it can be let out on AirBNB",sarcasm,1
Get Your Burger Baby at Fraqs😎,sarcasm,1
lied about his meeting with ? No not possible.,sarcasm,1
"W/8 pro passes under his belt and already an interception, I think we can safely call Mariota a bust.",sarcasm,1
im probably over reacting but can we call for tommys head??,sarcasm,1
Things could not be going any better for me,sarcasm,1
yup...those genius' want to show the league playbook in preseason,sarcasm,1
Should read Nine Things Journalists Can Do To Be Better!,sarcasm,1
my TV isn't working and they can't do anything for a week... It's ok though they can offer £5,sarcasm,1
One Day Mataram....,sarcasm,1
but it was such a diplomatic letter - I always write gov leaders ignoring facts but using lots of adjectives.,sarcasm,1
"To be fair, I was only doing it for a joke. I actually really love Lady....and TATMRR C:",sarcasm,1
hell no! It's the worse thing ever,sarcasm,1
Oz won't have to worry cause will have allowed coal mines to ruin our farmlands,sarcasm,1
"Being yourself. Unless you're intolerant of my life choices, in which case, go fuck yourself.",sarcasm,1
I'm sure Mayweather will be an excellent influence on the up and coming Magic star.,sarcasm,1
"So far the draft looks great, doesn't it?",sarcasm,1
"every time u go to the bar, I think ""these are definitely the people who should be solving our nation's crises.""",sarcasm,1
Right where they belong. @,sarcasm,1
Because he doesn't have enough to do.,sarcasm,1
Sounds simple enough,sarcasm,1
Sometimes the reviews on amazon are so helpful!,sarcasm,1
"sorry ""Clear up"" was we all know it's not going to be easy for TB to be held accountable",sarcasm,1
gotta love unoriginal unfunny fuckfaces stealing jokes.,sarcasm,1
and await you at loads of new and me trying to be…,sarcasm,1
The curse of El Tigre.,sarcasm,1
i love being physically so awake and alive but mentally tired and drained.😊,sarcasm,1
"Ramos signs a new mproved contract at real Madrid, fucking shocked at that",sarcasm,1
4 and a half hours of revision everyday going to be awesome,sarcasm,1
"Bruised ribs from violent coughing, fever, mucus, and every other flu symptom under the sun. It's been a great 3 weeks.",sarcasm,1
I'm so glad that mock draft lobby is shut down for the night. No wonder your behind,sarcasm,1
Worst one made so far....,sarcasm,1
SM is great at allowing people that make poor choices the ability to get a win in consistently stupid props. His charity is lovely,sarcasm,1
Fret not mates. We still have our fool-proof solution on the bench. Motherfucking Falcao.,sarcasm,1
Maybe that Arteta is okay after all.,sarcasm,1
halfricanhomo toodel1sh,sarcasm,1
Gotta love when people lie to you.,sarcasm,1
A picture says a thousand words!,sarcasm,1
great to see you standing up for conservative principles by subsidizing that Bucks stadium.,sarcasm,1
I don't know you...,sarcasm,1
sounds like the landlord is a lot of help!,sarcasm,1
"97F & cloudy. Yes, sir. That's nice & comfy living. Can't get enough of summer. Love it. Yippee.",sarcasm,1
Shouting Benzema is getting boring now.. Should really go for Austin.. Top top player..,sarcasm,1
i am shocked.,sarcasm,1
the font (arials.ttf) broke and now i don't know what to believe anymore. \Need help with sign in?\,sarcasm,1
for returning our gifts as usuall your is,sarcasm,1
"Hey , Shelter sucks. Not losing any sleep at all.",sarcasm,1
"Oh, that's mean! He's such a kind man, I'm sure he only wishes well, don't you think?!?!",sarcasm,1
Another Plastic spotted! Let's close our eyes from reality and teach him a dare he?,sarcasm,1
yeah dude it's called the cloud. It's a platform thing,sarcasm,1
Its me using twitter as a theraphy session,sarcasm,1
"🏈 is back, ohhhhh goody",sarcasm,1
only if their opinion's wrong. And every opinion that isnt mine is wrong.,sarcasm,1
I thought was implied,sarcasm,1
lol Welcome to my world! Lol,sarcasm,1
that will definitely help traffic grid lock. Hit button now 🎀,sarcasm,1
These are my brother's which mommy never gave birth to..,sarcasm,1
I Just Deleted 3TWTs abt ~ I was being as Goes TOO Far; That doesn't make my Words OK! I'm Sorry!,sarcasm,1
The Janitor? Certainly You're NOT suggesting that the PMSH is responsible 😉,sarcasm,1
my co-workers will love that,sarcasm,1
"You take your possible wild-card place, . We'll take the cup.",sarcasm,1
So glad that Tostitos commercial has been on all day again today.,sarcasm,1
from rebelcircusquotes_ with repostapp — BURN …,sarcasm,1
"Lets have a different country for every religion, creed and race. Then the the world will be peaceful...",sarcasm,1
"The. Ship. Is. Sinking. RT : Is everyone on now after that ""disaster"" of a two game losing streak?",sarcasm,1
Thanks to all of my coworkers who called off today so I have to work a double. It makes me feel all the better.,sarcasm,1
Tanaka leads the team in Quality Starts this year. yeah he is garbage,sarcasm,1
Right! Standings count for nothing!,sarcasm,1
I can't wait to see all the snaps of the fetty wap concert!!,sarcasm,1
"yes but I'm *sure* if you separate it out into good vs bad guys w/ guns, we'd see guns are key to safety",sarcasm,1
Now you're going to see how the zone-read is supposed to be run,sarcasm,1
has gotta be loving this!,sarcasm,1
"To be fair to him, you don't show every single Cards game",sarcasm,1
SteveAngello Ive been the gift since he was born. (just in case anyone thought I was serious) h...,sarcasm,1
getting no hit...fan-tastic.,sarcasm,1
"When wearing a bikini, women reveal 90% of their body....men are so polite they only look at the covered parts.",sarcasm,1
WHAT A SHOCKED CLEAN AIR WINS NO MATTER WHAT PACKAGE,sarcasm,1
Need a pitch clock!,sarcasm,1
I just want to thank everyone who reminded me school is about to start back...,sarcasm,1
Love how the iPhone 5C gradually develops a click-screen. Very cool,sarcasm,1
"if a S succeeds & there's no test to measure it, is it really success?",sarcasm,1
If only I was rich I could adopt a child to fuckup then I would finally be apart of normal American society.,sarcasm,1
"I was just saying 😊. BTW, use the word ""Purse"" instead ☺️",sarcasm,1
"As a perfect end to a perfect evening, I'm sat alone eating my 'cheese' pizza that's covered in mysterious meats",sarcasm,1
Oh hell! Old stuff blows! New stuff is the best!,sarcasm,1
"Oh walmart I enjoy how the ""no shirt"" policy is not enforce.",sarcasm,1
"aww yes, I'm sure filling out some paperwork will speed up this delivery process!",sarcasm,1
ha ha you make me laugh so much,sarcasm,1
"White people are so smart, specially when they think everyone that speak Spanish comes from.. A: if you're brown mexico B: Spain",sarcasm,1
0 homicides so far. You're welcome. 😂😈 …,sarcasm,1
Rain is a great omen,sarcasm,1
omg that was the best comeback ever,sarcasm,1
I'm sure the Santa ads didn't market to kids...or the Polar Bear.,sarcasm,1
Shocker Is for the Third Time: Get Details of His Secret Split via,sarcasm,1
Let's not add my FSH muscular dystrophy :) but yeah what a lovely environment I'm surprised people don't go more often,sarcasm,1
"According to Stephen Harper, he doesn't know all the facts. Now that's strong leadership.",sarcasm,1
Construction workers find the best times to close lanes,sarcasm,1
is one of the worst horror games I've played; glad I only paid $20 Thanks,sarcasm,1
My god ! The Prime minister was eating Pringles on a plane - disgusting !!,sarcasm,1
Its a way of life,sarcasm,1
"Oh, how I love summer.",sarcasm,1
A company abusing YouTubes content ID system? Who ever heard of that?,sarcasm,1
Everyone knows Christians can't be terrorists,sarcasm,1
Fuck I forgot to take 100 pictures of kids on their first day back at school and post them on FB,sarcasm,1
Spending $1000 on textbooks is totally worth it!,sarcasm,1
So next offseason is going to be PC/JS Watch!,sarcasm,1
You know you've made it when you have a 12year old trying to sabotage your character.,sarcasm,1
"I love people. “I have personally seen no issues due to this global problem, therefore no one else in the world must have either.”",sarcasm,1
Your bus from Pallaskenry to Limerick did not show up this morning and made me miss my bus to Dublin. Great job.,sarcasm,1
but they're government officials! Shouldn't they be above the law?,sarcasm,1
And decides to take the internet down for maintenance in the middle of all this. Lovely.,sarcasm,1
"Shame on u Sam. You're islamophobe, anti-semite, anti-inuit, furry animal hater and mink wearer.",sarcasm,1
Robert & Jonny have gone.....thank goodness.....I was finding them way too exciting,sarcasm,1
That seems like a great law,sarcasm,1
"Yeah, because this type of movie will brainwash everyone to commit crazy acts of violence....",sarcasm,1
Nooooo Thats Just not true He ONLY appointed 104 & if re elected 25 more in next 4 yrs,sarcasm,1
I just LOVE how I am always the second option... 😒t,sarcasm,1
"Oh my God, it's a contract signing! Never been done before!",sarcasm,1
Already..people are boycotting The Express. Shocking! 😒,sarcasm,1
I absolutely love dealing with miserable people at both work and out of work it's my favorite. 💁,sarcasm,1
"Vodka Mixes Well With Everything, Exept Decisions. -",sarcasm,1
At least the 8:23 is on time....,sarcasm,1
It embolden my heart to know that Generic Answer Man is on the job -answers,sarcasm,1
Smh & that's working out great,sarcasm,1
Waiting for my tea pottering around the house - ironing later wahoo!,sarcasm,1
right?! Cause they're doing so badly! Not like they don't have any other chances to steal the spotlight,sarcasm,1
Wow! I would never have guessed.,sarcasm,1
How I miss this traffic!,sarcasm,1
has been delayed until December. Another delay. What a shocker it never gets old,sarcasm,1
"After all, why should you care? They put you on the ""A LIST"" on the NWA casting call. You go, girl!",sarcasm,1
That lovely feeling when there's a whole empty carriage and someone sits next to you!,sarcasm,1
my soul was removed to make way for all of this sarcasm,sarcasm,1
Love the back round music !,sarcasm,1
Oh goody! Cant wait to hear the way plan to finish the job of ruining the USA! SIGN ME UP!,sarcasm,1
"Hobby Lobby was closing as the storm appeared. So, I was forced to go to TJMAXX also....oh noooo!",sarcasm,1
"""Filmy Ego"" a dedicated NOISE on is out! AND",sarcasm,1
Gotta stop these cops. Hahaha,sarcasm,1
"Yea, jobs and cheap food, what a nuisance",sarcasm,1
Thankfully the police kept everyone safe from this terrifying menace. On crutches with one leg.,sarcasm,1
What a surprise!! Didn't see that coming,sarcasm,1
"Vagitarian coffee mug, adult humor, coffee mug, coffee cup, gifts for him, …",sarcasm,1
But he's not resisting though so it's cool.,sarcasm,1
"you're clearly right they should have either Jose, Edwin or Martin leading off",sarcasm,1
Oh yea when divas wrestle the first one I want to see is tamina yayyyy is hott,sarcasm,1
Chinese factories make their employees work 16 hours for little pay. That's great news for the rest of us.,sarcasm,1
Wow. What a waste of time. I'm so glad I did that. (rolling my eyes),sarcasm,1
"Well, Bortles did recover the fumble after that allowed sack.",sarcasm,1
People get on my damn nerves!!!! Ughhhh and its only Monday,sarcasm,1
Tell me again how single payer will ruin our excellent health care system,sarcasm,1
"When the facts are inconvenient to the story, ignore the facts. Go with the story. The story is fictional. Ignorance is bliss.",sarcasm,1
The ... I finally found it!,sarcasm,1
Keep forgetting my updated and combined all my to do lists. It's great seeing vacuum and pack pajamas on the same list.,sarcasm,1
Can't say what I want to with the PK spies lurkin 😂😂😂 soooo today's fantastic!!!,sarcasm,1
Yay for a Thursday double,sarcasm,1
"Delighted to be back from holiday, just look at the horrible place I had to spend the last week.",sarcasm,1
"""I'm not an but I'm planning on it"" Ha!",sarcasm,1
"Spending $1,000 on textbooks is fun 😊",sarcasm,1
So there is a remarkable powerful WOC in Stonewall after all.,sarcasm,1
NOOOOO they'd NEVER do that...,sarcasm,1
Thank you for being assholes to honest people making an honest living you guys have no heart,sarcasm,1
Define poor. but Source:,sarcasm,1
Oh how I love the weather in Florida... …,sarcasm,1
"Thank you for being so ""friendly"" and super fast to communicate after my bag didn't make my flight",sarcasm,1
But it's obvious that those who claim the earth have the right to exclude those born later.,sarcasm,1
How I love being at work by myself.,sarcasm,1
"Just woke up sneezing as usual but of course I'm not sick. I am a healthy, normal human",sarcasm,1
yeah... I needed the hashtag,sarcasm,1
"Waiting for the store owner to get here so I can tell him what a ""great management team"" he has. 😒",sarcasm,1
My Crush Ignores My Texts Like Rohit Shetty Ignores Gravity In His Movies....,sarcasm,1
Deliverance stuff.,sarcasm,1
"All I need now, to finish off my wonderful day, is for the trains to be buggered....Oh good, they are",sarcasm,1
-- also needs a 'few sizes too small' NATO.,sarcasm,1
I imagine somebody who contributes greatly to society put that up,sarcasm,1
Need that long-awaited font.,sarcasm,1
My turn! Roger Goodell has been credible over the last year of his tenure. We should trust him on his decision making.,sarcasm,1
(I think was being employed...),sarcasm,1
"Reports that Tiernan McCann's ban has been overturned. I, for one, am shocked.",sarcasm,1
"First, I had to look up ""vapid"", and second, ""like omg...what a hater"".",sarcasm,1
Boy I regret not making that Brown for Bautista trade!,sarcasm,1
because the judges have done such a good job with the last 5 seasons of .,sarcasm,1
This whole thin is an effective use of tax dollars that will bring about real results.,sarcasm,1
Me: how are you making out watching your little brother. Teen son: he didn't make it. You're down to just me. child lol,sarcasm,1
Just one of the perks of being in charge of the repair department.,sarcasm,1
Somebody be talkin shit about,sarcasm,1
"Aaron, you are supposed to put after tweets like that - remember, Twitter has no voice tone or body language!",sarcasm,1
"Allright, 12 hours until the new El Capitan beta is downloaded, I'm gonna wait up for it!",sarcasm,1
Yup.. It was me! . . . …,sarcasm,1
The most ridiculous thing I have heard. How dare a striker tug shirts and talk to the opposition . Shocking,sarcasm,1
"""There is no better way to say I love you than a predator drone"" Jason H",sarcasm,1
Brian Cushing is one class act. Your organization should be proud. .,sarcasm,1
you take all my money! I'm a new mom and think you should make getting coffee less convenient! ;),sarcasm,1
"Oh, and I'm still out of . Yay.",sarcasm,1
Good to see so far only is awake for this game.,sarcasm,1
Where's the contract signing for this match? Shouldn't every match have a signing technically?,sarcasm,1
Live the life of luxury as a super farm. Lol lol lol,sarcasm,1
why is it that are not bothered by mens health? What about the menz?,sarcasm,1
"It's , meaning it's time. Need my fix.",sarcasm,1
there is no debate. It's Eovaldi's to lose. Because wins & win percentage.,sarcasm,1
Wow my box is in great condition.,sarcasm,1
Let's pitch Murphy outside again so he can poke another one down the LF line,sarcasm,1
wow I love warm wind,sarcasm,1
"Wow, to launch ""unmetered""/""uncapped"" electricity service. Small print: *voltage may reduce at peak times.",sarcasm,1
Have to be up at 7am and I'm woke. . Crying. . . . My nights just continue to get better,sarcasm,1
we had 2 good days so shouldn't complain. Lol,sarcasm,1
Can't wait to see who's in my classes tomorrow😒,sarcasm,1
"That could be so good, if she just had a little bit of confidence in herself.",sarcasm,1
"would it have killed you just to utter the words ""from The Preston And Steve Show on MMR?",sarcasm,1
Sure! And I'm a pretty teacup!,sarcasm,1
Did they start a countdown clock yet?,sarcasm,1
"Just so it's clear: Yes, my life is a huge fucking party all the time. Sorry bout it.",sarcasm,1
Of course. You're different aren't you? You're special. You're better than all of those mindless sheeple.,sarcasm,1
we totally did! 😏,sarcasm,1
: you look so ecstatic to be where you're at.,sarcasm,1
Another great reason to have replay officials hiding in New York another blown call,sarcasm,1
Notable.ca | Big Surprise: Harvard Study Shows that is Actually Good for You,sarcasm,1
Please don't blame yourself Leave it to us 😁. #,sarcasm,1
"nothing more hardcore than grown men in full protective pads ""fighting""",sarcasm,1
"Oh yes I'd love to see your 300 second snap chat story of you at a concert, in fact I'm dying to see it",sarcasm,1
"You're stuck with me till the day you die, baby. ☺ 🔐 …",sarcasm,1
"Johnny in DR, yeh sure, you guys are awesome, wished I thought of it, yeh I did",sarcasm,1
Comforting see Al Al & Gorzelanny warming up.,sarcasm,1
Train delays on Fridays. Yay It's not like I have a lot to do this afternoon.,sarcasm,1
Breakfast of champions on Delta airlines.,sarcasm,1
I just love when people talk over me or don't listen to what I'm saying. Thanks for being so thoughtful 😊,sarcasm,1
Can all the women rights groups please campaign to vote for to become first female leader of,sarcasm,1
This might be the greatest thing created ever. @ Safeguard Self Storage,sarcasm,1
no way... Really? I had no idea,sarcasm,1
"Just keep reminding yourself that you live on the World's Most Livable City, Cam.",sarcasm,1
. now selling . Can't imagine anything healthier for you,sarcasm,1
"Naah, this not happening to that look like !",sarcasm,1
"I am sorry for you - you need a cry if you have to, your gutted I can tell",sarcasm,1
Hey what a great first day using your service for the office!! &lt;--- btw that's complete 😕,sarcasm,1
Yep. Sickening sound of cracking Rest is fine; glad I dished out that extra fifty bucks to protect back of phone!,sarcasm,1
Do you know what's super fun? Spontaneous feelings of inadequacy! About everything in your life! And everything that you are!,sarcasm,1
Pea-sized brains: 'Probably a hundred' growing in labs - I'm sure this'll never be abused,sarcasm,1
a blinker is sufficient for changing lanes despite traffic. Just move on over.,sarcasm,1
Don't you talk about the best QB in the league like that.,sarcasm,1
GLOBAL WARMING IS FAKE!!,sarcasm,1
all this promo for Booey 25th and no info on schedule. You have the best & hardest working staff,sarcasm,1
Genius just played for bad teams. Plus we got Matt Flynn. There's an awesome prospect. J-E-T-S✈✈✈,sarcasm,1
What great company....,sarcasm,1
What? Its going to happen! Transfer rumors are NEVER wrong!,sarcasm,1
ha ha fair enough ha ha got me good,sarcasm,1
"Day 5 and counting of chest congestion. But seeing as I'm into self-medication, maybe a Marlboro or two will clear things up a bit?",sarcasm,1
"As you can tell, my drawing skills are amazing",sarcasm,1
i am shocked,sarcasm,1
Everyone's favorite topic! :D :-),sarcasm,1
That's certainly a healthy first relationship *cough* Good parenting...,sarcasm,1
Good to see Luke Walsh kicking on the 3rd tackle... Again.,sarcasm,1
Ohioians must follow on twitter. Even if wrong about Goldstar&gt;Skyline,sarcasm,1
I guess some sites are trying too hard to get eyeballs tat they have to resort to F-word articles. of coz it helps ad targeting too,sarcasm,1
"Kayte, do you think the Patriots would actually cheat?",sarcasm,1
Their rights as Americans but you know conservatives aren't people so what difference does it make?,sarcasm,1
"Well, talking about it is ONE thing, but changing it is another thing. font",sarcasm,1
wow. You get to hang out with some rough guys. You must have had an awful day,sarcasm,1
"but you don't even have kids yet...workdays are pretty much days off, right?",sarcasm,1
Just got home...still got homework & have to be at work by 5:30am.... GREAT.,sarcasm,1
oh no the world is gonna end..,sarcasm,1
The next 2 weeks promise to be mostly terrible.,sarcasm,1
Sleep.. Don't think I that.,sarcasm,1
"I know, 😉",sarcasm,1
"Shoutout to the teachers who tell you the weekend before school starts, that you need textbooks for their class. Y'all the best.",sarcasm,1
"Sounds legit, seems like a great guy",sarcasm,1
"With speeds like this, who needs",sarcasm,1
must be the earnings....,sarcasm,1
I'm not sure... So was signed to how many agencies?,sarcasm,1
LMAO! I was just as surprised as you are!,sarcasm,1
Jenelle is surrounded by super supportive people,sarcasm,1
Thanks! Looking forward to following up on something that I didn't see.,sarcasm,1
I can really tell you're trying so hard. I love it,sarcasm,1
oh yeah lets be happy snowmen/women in DHS!!!,sarcasm,1
My account is off the hook!!! 😦,sarcasm,1
"I just love how you can tell when the step-douche is about to start a fight, especially when he's drunk.",sarcasm,1
you suddenly get really turned on in a public area around people & cant do anything about it. 😣,sarcasm,1
Why do I get a choice of bread with my American slam? White should be the only choice for America!,sarcasm,1
"“: Hawaii becomes 50th state, this day in 1959. Yay for overthrowing another country's gov't!",sarcasm,1
WHERE'S THE GUN CONTROL IN FRANCE???,sarcasm,1
Self interest permeates all 'tribes' whether on the floor or in less honourable NHS roles,sarcasm,1
I'm super ready for sophomore year,sarcasm,1
"So I'm just sitting here, reading a book called 'Things Won't Go Back the Way They Were - and Other Lies'...",sarcasm,1
You were looking good from afar.. now you’re far from looking good.,sarcasm,1
Because Mexico is a Hell and most be exterminate right,sarcasm,1
PM Abbott electioneering in Perth ? Phew ... so taxpayers don't have to cover costs.,sarcasm,1
"It's such a horrible experience...I just ""had"" to go thru it 5 times and it still sucked.",sarcasm,1
just a joke. see the grin on his face,sarcasm,1
I just love waking up before the sun on a Sat morning!,sarcasm,1
"Fuck you, mum and dad for wanting to put children to bed. Piss off members of the public who enjoy these movies casually!",sarcasm,1
"oh yes, slowly trickling out. We are so blessed to have him.",sarcasm,1
like the girdles? That was a SUPER great idea 😎👗,sarcasm,1
please no curses!,sarcasm,1
did you see tebow rifle that pass thru the back of the end zone. Guy has a cannon.,sarcasm,1
Guess her baby will not only decide it's own race but gender too. What a wonderful world.,sarcasm,1
